scientificName,countryCode,decimalLatitude,decimalLongitude,eventDate,day,month,year,occurrenceStatus,basisOfRecord,datasetKey,kingdom,phylum,class,order,family,genus,species,taxonRank,occurrenceID,individualCount
"Panthera leo (Linnaeus, 1758)",KE,0.625,37.625,2019-01-28T00:00:00.000+01:00,28,1,2019,PRESENT,HUMAN_OBSERVATION,999d8fed-d06d-48d8-87ee-cc36e6c8456c,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,-27434,1
"Panthera leo (Linnaeus, 1758)",KE,0.125,36.875,2019-10-12T00:00:00.000+02:00,12,10,2019,PRESENT,HUMAN_OBSERVATION,999d8fed-d06d-48d8-87ee-cc36e6c8456c,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,-29994,1
"Panthera leo (Linnaeus, 1758)",KE,-1.36659,35.01729,2015-09-26T00:00:00.000+02:00,26,9,2015,PRESENT,HUMAN_OBSERVATION,e1beb83c-9b83-4d17-ac5e-d24e09507ec5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,02EB2537-1001-4E98-8E63-EC98FB78F1A4,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1930-01-01T00:00:00.000Z,,,1930,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,0616cadb-7100-4447-aa14-fa6b8ca4f482,1
"Panthera leo (Linnaeus, 1758)",ZM,-12.9736,31.537001,1966-01-01T00:00:00.000+01:00,,,1966,PRESENT,PRESERVED_SPECIMEN,ea9f5b0b-ad97-45ea-935a-ba2784c80cbb,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,09aad51d-60dc-11eb-a93b-06f21c000156,1
"Panthera leo (Linnaeus, 1758)",KE,-1.367,38.866,2000-04-30T00:00:00.000+02:00,30,4,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,0c0ac752-f146-4f6e-9ada-97aedc57b04f,5
"Panthera leo (Linnaeus, 1758)",TZ,-2.444182,34.825779,1928-08-01T00:00:00.000+01:00,1,8,1928,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,0ce209d7-d720-4913-9229-e89deb4ca27b,1
"Panthera leo (Linnaeus, 1758)",BJ,12.0,2.5833,2014-04-02T00:00:00.000+02:00,2,4,2014,PRESENT,OCCURRENCE,5e1d2d54-f5db-43ac-87c5-55a9f79ac718,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,100,1
"Panthera leo (Linnaeus, 1758)",SD,12.739758,35.434817,1928-11-25T00:00:00.000Z,25,11,1928,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,10b988aa-4141-4e9a-8840-c25f130df088,1
"Panthera leo (Linnaeus, 1758)",FR,47.4911,2.3208,1992-03-31T00:00:00.000+02:00,31,3,1992,PRESENT,PRESERVED_SPECIMEN,8c6aacda-2fd5-48a6-9b27-c673163ce2dd,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,11.Fel.20,1
"Panthera leo (Linnaeus, 1758)",KE,-1.267,36.8,1913-01-01T00:00:00.000Z,,,1913,PRESENT,PRESERVED_SPECIMEN,8c6aacda-2fd5-48a6-9b27-c673163ce2dd,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,11.Grp.1,2
"Panthera leo (Linnaeus, 1758)",BJ,12.16497,2.77932,2015-05-23T00:00:00.000+02:00,23,5,2015,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1173,1
"Panthera leo (Linnaeus, 1758)",BJ,12.14359,2.77938,2015-05-23T00:00:00.000+02:00,23,5,2015,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1174,1
"Panthera leo (Linnaeus, 1758)",BJ,12.03823,2.6898,2015-05-23T00:00:00.000+02:00,23,5,2015,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1175,1
"Panthera leo (Linnaeus, 1758)",BJ,12.0563,2.6896,2015-05-23T00:00:00.000+02:00,23,5,2015,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1176,1
"Panthera leo (Linnaeus, 1758)",BJ,12.01904,2.68412,2015-05-23T00:00:00.000+02:00,23,5,2015,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1177,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.444182,34.825779,1928-07-29T00:00:00.000+01:00,29,7,1928,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,137cdf2d-526f-4d98-8f72-b9525f069990,1
"Panthera leo (Linnaeus, 1758)",KE,-0.355773,36.121981,2000-07-29T00:00:00.000+02:00,29,7,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,13ee2831-27ab-41f8-9984-49be53bfa0ac,9
"Panthera leo (Linnaeus, 1758)",KE,-0.454957,36.112226,2000-03-18T00:00:00.000+01:00,18,3,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1485ffa9-2e90-4980-9ad9-ef0d1b16f6ec,6
"Panthera leo (Linnaeus, 1758)",KE,-1.38134,35.03779,2015-09-25T00:00:00.000+02:00,25,9,2015,PRESENT,HUMAN_OBSERVATION,e1beb83c-9b83-4d17-ac5e-d24e09507ec5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1E36EC91-E683-4F7B-BDE3-BFF1C23F1743,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1929-07-01T00:00:00.000+01:00,1,7,1929,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1d0543bd-12d1-493e-87b8-ed962d459f8e,1
"Panthera leo (Linnaeus, 1758)",KE,-1.367,38.866,2000-12-31T00:00:00.000+01:00,31,12,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,1ffb1b40-f7b6-4346-8347-52c7b6328cad,11
"Panthera leo (Linnaeus, 1758)",FR,47.231388,6.0325,1996-04-24T00:00:00.000+02:00,24,4,1996,PRESENT,PRESERVED_SPECIMEN,cd6e383d-33a0-4c8c-b91c-ede5a41b61e8,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019.4.20,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96319,2.66982,2007-06-09T00:00:00.000+02:00,9,6,2007,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0446,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96319,2.66982,2007-06-10T00:00:00.000+02:00,10,6,2007,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0448,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96319,2.66982,2007-06-11T00:00:00.000+02:00,11,6,2007,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0449,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96319,2.66982,2007-06-12T00:00:00.000+02:00,12,6,2007,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0450,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96319,2.66982,2007-06-13T00:00:00.000+02:00,13,6,2007,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0451,1
"Panthera leo (Linnaeus, 1758)",BJ,6.96026,2.1683,2002-05-01T00:00:00.000+02:00,,5,2002,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0604,1
"Panthera leo (Linnaeus, 1758)",BJ,10.924103,1.272776,2006-01-01T00:00:00.000+01:00,,,2006,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0891,1
"Panthera leo (Linnaeus, 1758)",BJ,10.924787,1.337891,2004-01-01T00:00:00.000+01:00,,,2004,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0892,1
"Panthera leo (Linnaeus, 1758)",BJ,10.924792,1.320169,2014-01-01T00:00:00.000+01:00,,,2014,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0893,1
"Panthera leo (Linnaeus, 1758)",BJ,10.924919,1.073845,2008-01-01T00:00:00.000+01:00,,,2008,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0894,1
"Panthera leo (Linnaeus, 1758)",BJ,10.925212,1.168643,2006-01-01T00:00:00.000+01:00,,,2006,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0895,1
"Panthera leo (Linnaeus, 1758)",BJ,10.925756,1.229547,2014-01-01T00:00:00.000+01:00,,,2014,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0896,1
"Panthera leo (Linnaeus, 1758)",BJ,10.927739,1.273358,2014-01-01T00:00:00.000+01:00,,,2014,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0897,1
"Panthera leo (Linnaeus, 1758)",BJ,10.931755,1.546906,2004-01-01T00:00:00.000+01:00,,,2004,PRESENT,HUMAN_OBSERVATION,2ba30ed2-6f82-480c-a892-4c8749508324,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2019_AN_0898,1
"Panthera leo (Linnaeus, 1758)",BJ,11.38721,1.614647,2016-01-01T00:00:00.000+01:00,,,2016,PRESENT,MATERIAL_SAMPLE,e92b9edf-27b5-4e21-bbdd-70d29b962ae7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2020_URCEF_2,1
"Panthera leo (Linnaeus, 1758)",BJ,11.256571,1.557572,2016-01-01T00:00:00.000+01:00,,,2016,PRESENT,MATERIAL_SAMPLE,e92b9edf-27b5-4e21-bbdd-70d29b962ae7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2020_URCEF_3,1
"Panthera leo (Linnaeus, 1758)",KE,-1.1,35.38333,1970-08-01T00:00:00.000+01:00,1,8,1970,PRESENT,PRESERVED_SPECIMEN,7a25f7aa-03fb-4322-aaeb-66719e1a9527,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,26671b16-2c82-4ede-bf87-b7e5ab02b268,1
"Panthera leo (Linnaeus, 1758)",KE,-0.419013,36.104646,2000-07-29T00:00:00.000+02:00,29,7,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,275c4cd4-0730-4836-bd61-4096a33ac151,4
"Panthera leo (Linnaeus, 1758)",TZ,-6.36,34.81,1992-08-06T00:00:00.000+02:00,6,8,1992,PRESENT,PRESERVED_SPECIMEN,ffb14d94-d7b3-4f2a-b449-af1ebf39131a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,28dd13d5-8a09-49a2-a506-c917a8c69122,1
"Panthera leo (Linnaeus, 1758)",KE,-0.300719,36.102139,2000-03-18T00:00:00.000+01:00,18,3,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2ab6c597-854e-44c9-b82e-ce5d2db68d3c,20
"Panthera leo (Linnaeus, 1758)",KE,-0.355773,36.121981,2000-10-14T00:00:00.000+02:00,14,10,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2bb89245-d68c-4d7a-a3b9-43b5a8433c93,1
"Panthera leo (Linnaeus, 1758)",KE,-0.423507,36.068596,1996-11-23T00:00:00.000+01:00,23,11,1996,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,2ea98482-6a16-40ba-99bb-7f859ceb9642,3
"Panthera leo (Linnaeus, 1758)",KE,-1.367,38.866,2000-10-31T00:00:00.000+01:00,31,10,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,3436fe5b-dcf6-40bb-9217-8293aca11054,4
"Panthera leo (Linnaeus, 1758)",BJ,11.32063,2.123592,2013-04-22T00:00:00.000+02:00,22,4,2013,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,383,1
"Panthera leo (Linnaeus, 1758)",BJ,11.145211,2.255237,2013-04-22T00:00:00.000+02:00,22,4,2013,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,384,1
"Panthera leo (Linnaeus, 1758)",BJ,11.145211,2.255264,2013-04-22T00:00:00.000+02:00,22,4,2013,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,385,1
"Panthera leo (Linnaeus, 1758)",BJ,11.32063,2.123592,2013-04-22T00:00:00.000+02:00,22,4,2013,PRESENT,HUMAN_OBSERVATION,fe903576-72e1-446a-b019-479f537adabe,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,386,1
"Panthera leo (Linnaeus, 1758)",KE,0.550389,36.40359,2008-11-27T00:00:00.000+01:00,27,11,2008,PRESENT,HUMAN_OBSERVATION,1c8388f5-5c12-46ba-a486-07d1b4f8b78c,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,38cfc8bb-5b4c-44b6-8e4e-8fdeaf8c461c,14
"Panthera leo (Linnaeus, 1758)",KE,-1.367,38.866,2000-12-31T00:00:00.000+01:00,31,12,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,390eec81-1a7b-4678-9a5f-0666de9c3554,11
"Panthera leo (Linnaeus, 1758)",TZ,-2.444182,34.825779,1928-07-28T00:00:00.000+01:00,28,7,1928,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,3f7735ed-8af0-4b3c-9780-7f8137c0b071,1
"Panthera leo (Linnaeus, 1758)",KE,-1.1,35.38333,1970-08-01T00:00:00.000+01:00,,8,1970,PRESENT,PRESERVED_SPECIMEN,7a25f7aa-03fb-4322-aaeb-66719e1a9527,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,410e2035-2ea7-46d8-bc1d-ca4584e39531,1
"Panthera leo (Linnaeus, 1758)",KE,-1.878,40.139,1981-08-14T00:00:00.000+02:00,14,8,1981,PRESENT,MACHINE_OBSERVATION,7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,415b6834-e644-49e5-b2aa-ce1d6e1b5615,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1929-07-01T00:00:00.000+01:00,1,7,1929,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,42b2ae9a-5b33-49de-9819-8188cba4f94a,1
"Panthera leo (Linnaeus, 1758)",KE,-0.425707,36.135051,2000-07-29T00:00:00.000+02:00,29,7,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,45d123d8-5c2c-45b6-ae39-d497a1365cde,6
"Panthera leo (Linnaeus, 1758)",PL,50.2644,19.0232,1966-11-07T00:00:00.000+01:00,7,11,1966,PRESENT,PRESERVED_SPECIMEN,72453ca0-328a-11df-855a-b8a03c50a862,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,55270,1
"Panthera leo (Linnaeus, 1758)",PL,50.2644,19.0232,1966-11-07T00:00:00.000+01:00,7,11,1966,PRESENT,PRESERVED_SPECIMEN,72453ca0-328a-11df-855a-b8a03c50a862,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,55271,1
"Panthera leo (Linnaeus, 1758)",PL,50.2644,19.0232,1966-11-07T00:00:00.000+01:00,7,11,1966,PRESENT,PRESERVED_SPECIMEN,72453ca0-328a-11df-855a-b8a03c50a862,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,55272,1
"Panthera leo (Linnaeus, 1758)",PL,50.2644,19.0232,1966-11-07T00:00:00.000+01:00,7,11,1966,PRESENT,PRESERVED_SPECIMEN,72453ca0-328a-11df-855a-b8a03c50a862,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,55273,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1929-07-01T00:00:00.000+01:00,1,7,1929,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,56d44000-34a5-4c5b-b19b-20ddeae088de,1
"Panthera leo (Linnaeus, 1758)",ZM,-13.066666,31.816666,1991-09-09T00:00:00.000+02:00,9,9,1991,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,58c7f758-d0e3-4283-8277-884a68cfb9a7,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1929-07-01T00:00:00.000+01:00,1,7,1929,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,58e54424-8709-4efb-8246-2aa2f75f0db3,1
"Panthera leo (Linnaeus, 1758)",KE,-0.425707,36.135051,1996-06-27T00:00:00.000+02:00,27,6,1996,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,59b85593-0477-46fd-956d-5a2d60edf147,9
"Panthera leo (Linnaeus, 1758)",KE,-0.300719,36.102139,2000-07-29T00:00:00.000+02:00,29,7,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,691a2c3e-783e-4b80-8c19-8bbc2c57a25e,4
"Panthera leo (Linnaeus, 1758)",KE,-0.47657,36.091374,2000-07-29T00:00:00.000+02:00,29,7,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,6a465112-8dde-42ef-8c84-5a6ed3973ff5,2
"Panthera leo (Linnaeus, 1758)",KE,-0.47657,36.091374,2000-03-18T00:00:00.000+01:00,18,3,2000,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,70e54edb-79ef-42ba-b110-b39926bf5903,2
"Panthera leo (Linnaeus, 1758)",CA,45.266667,-66.05,1988-11-26T00:00:00.000+01:00,26,11,1988,PRESENT,PRESERVED_SPECIMEN,ffb14d94-d7b3-4f2a-b449-af1ebf39131a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,79a2a34b-8e41-48ab-8e29-1810d0de00ae,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.117,35.167,1936-01-01T00:00:00.000Z,,,1936,PRESENT,FOSSIL_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8482812f-7020-4a7b-9ecf-0c57bc0140cf,1
"Panthera leo (Linnaeus, 1758)",KE,-0.300719,36.102139,1996-04-27T00:00:00.000+02:00,27,4,1996,PRESENT,HUMAN_OBSERVATION,4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,857293e8-6792-49a8-82f4-ba4a5fb58f66,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.335852,34.834106,1929-07-01T00:00:00.000+01:00,1,7,1929,PRESENT,PRESERVED_SPECIMEN,41fc5c40-5e81-496f-9733-6b5681b3b7a5,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,878989d0-2d3b-4bd2-8ae0-62113add5339,1
"Panthera leo (Linnaeus, 1758)",BJ,11.11127,1.1233,2013-05-13T00:00:00.000+02:00,13,5,2013,PRESENT,HUMAN_OBSERVATION,cf3753af-0fde-4de8-9bae-efa08bf5c2f6,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,899,1
"Panthera leo (Linnaeus, 1758)",KE,2.9476087,37.3465431,1920-07-01T00:00:00.000+01:00,1,7,1920,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8d9a92d6-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",KE,2.9476087,37.3465431,1920-07-01T00:00:00.000+01:00,1,7,1920,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8d9a96ea-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.36,35.85,1948-06-19T00:00:00.000+01:00,19,6,1948,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8f2ada4e-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.903414,36.049939,1949-08-15T00:00:00.000+01:00,15,8,1949,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8f2af2de-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.25,36.0,1968-07-01T00:00:00.000+01:00,1,7,1968,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8ff98b15-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.25,36.0,1968-07-01T00:00:00.000+01:00,1,7,1968,PRESENT,PRESERVED_SPECIMEN,1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,8ff98f66-1ed8-11e3-bfac-90b11c41863e,1
"Panthera leo (Linnaeus, 1758)",BJ,11.38758,1.60881,2013-07-23T00:00:00.000+02:00,23,7,2013,PRESENT,HUMAN_OBSERVATION,cf3753af-0fde-4de8-9bae-efa08bf5c2f6,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,900,1
"Panthera leo (Linnaeus, 1758)",BJ,11.10094,1.75891,2013-06-21T00:00:00.000+02:00,21,6,2013,PRESENT,HUMAN_OBSERVATION,cf3753af-0fde-4de8-9bae-efa08bf5c2f6,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,901,1
