scientificName,countryCode,decimalLatitude,decimalLongitude,eventDate,day,month,year,occurrenceStatus,basisOfRecord,datasetKey,kingdom,phylum,class,order,family,genus,species,taxonRank,occurrenceID,individualCount
"Panthera leo (Linnaeus, 1758)",BW,-21.330919,23.379841,2006-04-05T07:22:00.000+02:00,5,4,2006,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/25919,1
"Panthera leo (Linnaeus, 1758)",BW,-21.218257,23.387273,2006-04-02T15:35:00.000+02:00,2,4,2006,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/25925,1
"Panthera leo (Linnaeus, 1758)",KE,-1.39343,36.885235,2005-11-20T06:48:04.000+01:00,20,11,2005,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/2666496,1
"Panthera leo (Linnaeus, 1758)",UG,-0.543237,29.615904,2015-12-12T17:46:36.000+01:00,12,12,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/3827788,1
"Panthera leo (Linnaeus, 1758)",KE,-1.740751,37.058035,2016-09-17T17:13:14.000+02:00,17,9,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/4130297,1
"Panthera leo (Linnaeus, 1758)",KE,-1.709188,37.034793,2016-09-17T17:17:08.000+02:00,17,9,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/4130298,1
"Panthera leo (Linnaeus, 1758)",ZM,-16.232928,25.915017,2016-09-06T06:44:46.000+02:00,6,9,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/4482673,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.162827,34.318897,1990-08-05T00:00:00.000+02:00,5,8,1990,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/4527689,1
"Panthera leo (Linnaeus, 1758)",UG,-0.027711,30.11841,2016-11-20T10:44:00.000+01:00,20,11,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/4679110,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.114033,34.332493,2012-06-10T00:00:00.000+02:00,10,6,2012,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/509872,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.129551,35.432518,1982-10-01T00:00:00.000+01:00,1,10,1982,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/528898,1
"Panthera leo (Linnaeus, 1758)",UG,-0.300173,29.963053,2008-12-26T09:18:00.000+01:00,26,12,2008,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/56809,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.089401,35.474244,2002-02-05T00:00:00.000+01:00,5,2,2002,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/628674,1
"Panthera leo (Linnaeus, 1758)",TZ,-7.454226,35.111658,2014-06-29T16:52:41.000+02:00,29,6,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/763416,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.012886,35.401571,2008-11-04T11:48:19.000+01:00,4,11,2008,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/830249,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.193454,34.7405,2008-11-09T12:01:19.000+01:00,9,11,2008,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/830266,1
"Panthera leo (Linnaeus, 1758)",KE,-1.529574,35.166286,2014-08-07T16:58:00.000+02:00,7,8,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/843622,1
"Panthera leo (Linnaeus, 1758)",KE,-1.345018,34.962775,2014-08-08T14:04:00.000+02:00,8,8,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/843684,1
"Panthera leo (Linnaeus, 1758)",KE,0.098895,36.909372,2014-08-11T10:43:00.000+02:00,11,8,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/844301,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.750769,31.896574,2014-08-15T13:36:00.000+02:00,15,8,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/845754,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.364074,31.70779,2014-08-15T15:00:00.000+02:00,15,8,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/845779,1
"Panthera leo (Linnaeus, 1758)",KE,-1.412567,35.057144,2013-10-29T19:08:10.000+01:00,29,10,2013,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/864097,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.199901,34.659089,2009-09-30T13:13:05.000+02:00,30,9,2009,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/866329,1
"Panthera leo (Linnaeus, 1758)",TZ,-3.134859,35.408331,2013-11-06T12:48:37.000+01:00,6,11,2013,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,http://www.inaturalist.org/observations/866864,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1941-01-01T00:00:00.000+02:00,,,1941,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/13b8a56d-ce00-4515-9adc-9f2ab73a6d25,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1948-05-20T00:00:00.000+01:00,20,5,1948,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/19b6653f-bccf-448f-a1cc-631d42a811f7,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1948-05-20T00:00:00.000+01:00,20,5,1948,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/3701f1b7-4b38-4b4e-a610-bd9965331d4f,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1941-01-29T00:00:00.000+02:00,29,1,1941,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/733ef568-534d-43e0-9405-8be221c40651,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1948-05-20T00:00:00.000+01:00,20,5,1948,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/757bcaf8-545a-4380-a399-8321d3077756,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1948-05-20T00:00:00.000+01:00,20,5,1948,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/96b6c13a-7c7f-4d26-8e9d-36d8dd7b9f80,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1941-01-01T00:00:00.000+02:00,,,1941,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/978c6b0b-de64-441d-ba27-28e677060203,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1941-01-29T00:00:00.000+02:00,29,1,1941,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/d05efe31-bfcd-4bd3-894d-5e2577912b97,1
"Panthera leo (Linnaeus, 1758)",CD,-8.933333,27.2,1948-05-20T00:00:00.000+01:00,20,5,1948,PRESENT,PRESERVED_SPECIMEN,8138eb72-f762-11e1-a439-00145eb45e9a,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://darwin.naturalsciences.be/uri/object/e7189ba2-ea88-498a-a35d-f0b7a6d163bf,1
"Panthera leo (Linnaeus, 1758)",IN,21.170602,70.596397,2018-12-22T00:00:00.000+01:00,22,12,2018,PRESENT,HUMAN_OBSERVATION,c6b86c40-ff71-4e5e-902c-111f400d0d56,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://indiabiodiversity.org/observation/show/14993937,1
"Panthera leo (Linnaeus, 1758)",IN,21.159395,70.507034,2012-11-05T00:00:00.000+01:00,5,11,2012,PRESENT,HUMAN_OBSERVATION,c6b86c40-ff71-4e5e-902c-111f400d0d56,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://indiabiodiversity.org/observation/show/269914,1
"Panthera leo (Linnaeus, 1758)",TZ,-6.870522,31.340284,2013-09-30T09:40:00.000+02:00,30,9,2013,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10003384,1
"Panthera leo (Linnaeus, 1758)",KE,-1.425326,34.953957,1986-08-01T00:00:00.000+02:00,1,8,1986,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10011453,1
"Panthera leo (Linnaeus, 1758)",UG,2.334157,31.444196,2019-01-17T08:23:00.000+01:00,17,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/100798662,1
"Panthera leo (Linnaeus, 1758)",UG,2.275492,31.446018,2019-01-17T08:35:00.000+01:00,17,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/100798664,1
"Panthera leo (Linnaeus, 1758)",KE,-1.439374,35.379172,2007-10-29T17:01:00.000+01:00,29,10,2007,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10088763,1
"Panthera leo (Linnaeus, 1758)",UG,-0.085953,30.125154,2021-08-22T08:49:00.000+02:00,22,8,2021,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/101253879,1
"Panthera leo (Linnaeus, 1758)",UG,2.225114,31.531823,2021-08-31T09:38:00.000+02:00,31,8,2021,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/101457488,1
"Panthera leo (Linnaeus, 1758)",UG,-0.130953,30.102899,2019-01-20T19:08:00.000+01:00,20,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/101845519,1
"Panthera leo (Linnaeus, 1758)",UG,-0.087881,30.178359,2019-01-21T07:26:00.000+01:00,21,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/102547970,1
"Panthera leo (Linnaeus, 1758)",UG,-0.150966,30.198103,2019-01-21T08:21:00.000+01:00,21,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/102547971,1
"Panthera leo (Linnaeus, 1758)",UG,2.33539,31.584244,2021-08-31T08:43:00.000+02:00,31,8,2021,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103039984,1
"Panthera leo (Linnaeus, 1758)",UG,-0.03256,30.027233,2019-01-22T07:48:00.000+01:00,22,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103638097,1
"Panthera leo (Linnaeus, 1758)",UG,-0.192284,30.091162,2019-01-22T09:11:00.000+01:00,22,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103638099,1
"Panthera leo (Linnaeus, 1758)",UG,-0.68462,29.749492,2019-01-23T12:09:00.000+01:00,23,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103750363,1
"Panthera leo (Linnaeus, 1758)",UG,-0.532967,29.657111,2019-01-23T16:28:00.000+01:00,23,1,2019,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103750368,1
"Panthera leo (Linnaeus, 1758)",UG,2.058936,31.66871,2016-01-28T00:53:00.000+01:00,28,1,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/103773603,1
"Panthera leo (Linnaeus, 1758)",UG,2.336577,31.534706,2021-08-31T08:43:00.000+02:00,31,8,2021,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/104807271,1
"Panthera leo (Linnaeus, 1758)",UG,2.236393,31.523017,2014-07-21T08:11:00.000+02:00,21,7,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/106499164,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.482378,34.969059,2018-03-05T14:25:00.000+01:00,5,3,2018,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10737568,1
"Panthera leo (Linnaeus, 1758)",TZ,-2.326411,34.769003,2020-02-29T17:02:00.000+01:00,29,2,2020,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/107678554,1
"Panthera leo (Linnaeus, 1758)",ZA,-28.378905,31.867503,2012-05-10T00:00:00.000+02:00,10,5,2012,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10934356,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.303699,31.745625,2013-11-21T00:00:00.000+01:00,21,11,2013,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10935004,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.820478,31.690167,2013-03-26T00:00:00.000+01:00,26,3,2013,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10943964,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.228263,31.294711,2014-02-23T00:00:00.000+01:00,23,2,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10979353,1
"Panthera leo (Linnaeus, 1758)",ZA,-25.305584,27.115414,2014-01-19T00:00:00.000+01:00,19,1,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10979703,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.329938,31.377116,2014-02-25T00:00:00.000+01:00,25,2,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/10981201,1
"Panthera leo (Linnaeus, 1758)",BJ,11.781747,2.934113,2021-12-29T06:05:00.000+01:00,29,12,2021,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/109857688,1
"Panthera leo (Linnaeus, 1758)",BJ,11.632917,2.822694,2022-01-05T05:48:00.000+01:00,5,1,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/109857890,1
"Panthera leo (Linnaeus, 1758)",ZA,-33.436522,25.68569,2014-07-26T00:00:00.000+02:00,26,7,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11014422,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.235564,31.326917,2022-02-02T00:00:00.000+01:00,2,2,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/110167586,1
"Panthera leo (Linnaeus, 1758)",NA,-18.971251,16.938014,2015-05-15T00:00:00.000+02:00,15,5,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11028052,1
"Panthera leo (Linnaeus, 1758)",NA,-18.886407,16.954896,2015-05-14T00:00:00.000+02:00,14,5,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11029225,1
"Panthera leo (Linnaeus, 1758)",NA,-18.942596,16.823462,2015-05-13T00:00:00.000+02:00,13,5,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11030133,1
"Panthera leo (Linnaeus, 1758)",NA,-18.897901,16.848619,2015-05-13T00:00:00.000+02:00,13,5,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11030158,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.236355,27.868796,2014-12-26T00:00:00.000+01:00,26,12,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11111377,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.321756,27.996957,2014-12-26T00:00:00.000+01:00,26,12,2014,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11137516,1
"Panthera leo (Linnaeus, 1758)",ZA,-32.232765,22.441735,2015-12-18T00:00:00.000+01:00,18,12,2015,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11178895,1
"Panthera leo (Linnaeus, 1758)",KE,-3.474056,37.872656,2022-04-16T17:42:00.000+02:00,16,4,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/112021075,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.383269,31.84242,2016-05-24T00:00:00.000+02:00,24,5,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11236819,1
"Panthera leo (Linnaeus, 1758)",ZA,-24.374498,31.878627,2016-05-26T00:00:00.000+02:00,26,5,2016,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/11238719,1
"Panthera leo (Linnaeus, 1758)",KE,-1.42775,35.297372,2022-05-05T03:58:32.000+02:00,5,5,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/115582220,1
"Panthera leo (Linnaeus, 1758)",TZ,-7.73935,34.883201,2022-05-04T16:55:22.000+02:00,4,5,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/116296587,1
"Panthera leo (Linnaeus, 1758)",ZA,-25.348362,31.568638,2022-05-13T16:17:46.000+02:00,13,5,2022,PRESENT,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,SPECIES,https://www.inaturalist.org/observations/117101037,1
